1,0.016566753387451172
2,0.02727365493774414
3,0.042086124420166016
4,0.05555438995361328
5,0.06616616249084473
6,0.07647061347961426
7,0.09006404876708984
8,0.10161399841308594
9,0.12132668495178223
10,0.13265395164489746
11,0.15508508682250977
12,0.16749787330627441
13,0.17841482162475586
14,0.1885519027709961
15,0.20172858238220215
16,0.21542048454284668
17,0.22888970375061035
18,0.24083399772644043
19,0.2534353733062744
20,0.2778589725494385
21,0.2893962860107422
22,0.301912784576416
23,0.3273043632507324
24,0.37413907051086426
25,0.4043450355529785
26,0.4143524169921875
27,0.4252045154571533
28,0.43561434745788574
29,0.44640517234802246
30,0.45647215843200684
31,0.496295690536499
32,0.5428977012634277
33,0.5565710067749023
34,0.5754761695861816
35,0.588892936706543
36,0.5997343063354492
37,0.6136167049407959
38,0.6230125427246094
39,0.6353945732116699
40,0.6489624977111816
41,0.6693296432495117
42,0.6804213523864746
43,0.7061018943786621
44,0.7522022724151611
45,0.7623782157897949
46,0.8062968254089355
47,0.8396289348602295
48,0.9002153873443604
49,0.91243577003479
50,0.9268200397491455
