1,0.023229122161865234
2,0.03492569923400879
3,0.04923748970031738
4,0.06274628639221191
5,0.07374048233032227
6,0.08486461639404297
7,0.09738326072692871
8,0.10791802406311035
9,0.12179708480834961
10,0.13410091400146484
11,0.1558675765991211
12,0.1692183017730713
13,0.17962312698364258
14,0.19139456748962402
15,0.20395874977111816
16,0.21832680702209473
17,0.2324535846710205
18,0.2454819679260254
19,0.26145505905151367
20,0.2895975112915039
21,0.30069947242736816
22,0.3135092258453369
23,0.3259563446044922
24,0.33942174911499023
25,0.3524646759033203
26,0.3631718158721924
27,0.37445926666259766
28,0.3855621814727783
29,0.3966095447540283
30,0.4067540168762207
31,0.41959238052368164
32,0.4311714172363281
33,0.44434547424316406
34,0.45683741569519043
35,0.46769165992736816
36,0.47954773902893066
37,0.49129152297973633
38,0.5010347366333008
39,0.5130462646484375
40,0.5242652893066406
41,0.5349068641662598
42,0.5463218688964844
43,0.5586121082305908
44,0.5705397129058838
45,0.5809962749481201
46,0.5953831672668457
47,0.6084349155426025
48,0.6224150657653809
49,0.6344213485717773
50,0.6466081142425537
51,0.6562016010284424
52,0.6677331924438477
53,0.6781268119812012
54,0.69156813621521
55,0.7042877674102783
56,0.7206385135650635
57,0.7330331802368164
58,0.7445611953735352
59,0.7609686851501465
60,0.7724964618682861
